Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2015-01-02,344.06,352.32,341.12,348.94,1924975.0,0.0,1.0,49.15142857142857,50.33142857142857,48.731428571428566,49.848571428571425,13474825.0
2015-01-05,344.81,344.81,330.0305,331.18,2595003.0,0.0,1.0,49.25857142857143,49.25857142857143,47.147214285714284,47.31142857142857,18165021.0
2015-01-06,331.43,333.48,319.63,325.51,2291136.0,0.0,1.0,47.347142857142856,47.64,45.661428571428566,46.50142857142857,16037952.0
2015-01-07,331.43,331.95,323.9,327.2,1407146.0,0.0,1.0,47.347142857142856,47.421428571428564,46.271428571428565,46.74285714285714,9850022.0
2015-01-08,329.84,334.85,325.35,334.455,1374887.0,0.0,1.0,47.11999999999999,47.83571428571429,46.47857142857143,47.779285714285706,9624209.0
2015-01-09,333.42,336.14,328.29,329.29,1360725.0,0.0,1.0,47.63142857142857,48.019999999999996,46.89857142857143,47.04142857142857,9525075.0
2015-01-12,329.63,330.39,316.85,318.83,1849230.0,0.0,1.0,47.089999999999996,47.19857142857143,45.26428571428571,45.54714285714285,12944610.0
2015-01-13,322.15,329.3376,321.3,323.79,2675608.0,0.0,1.0,46.021428571428565,47.04822857142857,45.9,46.255714285714284,18729256.0
2015-01-14,329.5,331.59,319.76,324.24,2840657.0,0.0,1.0,47.07142857142857,47.36999999999999,45.68,46.32,19884599.0
2015-01-15,325.83,327.5,320.91,323.76,1668384.0,0.0,1.0,46.54714285714285,46.785714285714285,45.84428571428572,46.25142857142857,11678688.0
2015-01-16,328.0,337.75,324.67,337.34,2813782.0,0.0,1.0,46.857142857142854,48.25,46.38142857142857,48.19142857142857,19696474.0
2015-01-20,340.0,350.0,334.0,348.8,5793041.0,0.0,1.0,48.57142857142857,50.0,47.71428571428571,49.82857142857143,40551287.0
2015-01-21,414.64,414.68,401.87,409.28,9557538.0,0.0,1.0,59.23428571428571,59.239999999999995,57.41,58.46857142857142,66902766.0
2015-01-22,410.0,429.62,404.8,428.44,4759914.0,0.0,1.0,58.57142857142857,61.37428571428571,57.82857142857143,61.20571428571428,33319398.0
2015-01-23,426.92,439.2,426.17,437.455,3826336.0,0.0,1.0,60.988571428571426,62.74285714285714,60.88142857142857,62.49357142857142,26784352.0
2015-01-26,438.0,447.29,433.7,446.56,3038435.0,0.0,1.0,62.57142857142857,63.89857142857143,61.957142857142856,63.794285714285714,21269045.0
2015-01-27,441.61,457.38,441.35,454.17,3516079.0,0.0,1.0,63.08714285714286,65.33999999999999,63.05,64.88142857142857,24612553.0
2015-01-28,453.19,453.75,441.57,442.46,3504694.0,0.0,1.0,64.74142857142857,64.82142857142857,63.08142857142857,63.208571428571425,24532858.0
2015-01-29,442.43,447.49,437.5,443.8,2161134.0,0.0,1.0,63.20428571428571,63.927142857142854,62.5,63.4,15127938.0
2015-01-30,441.93,447.89,438.5902,441.8,1887943.0,0.0,1.0,63.13285714285714,63.98428571428571,62.655742857142855,63.114285714285714,13215601.0
2015-02-02,439.9,444.0,433.69,441.065,1855827.0,0.0,1.0,62.842857142857135,63.42857142857142,61.95571428571428,63.00928571428571,12990789.0
2015-02-03,443.24,458.27,439.11,456.92,2348559.0,0.0,1.0,63.32,65.46714285714285,62.73,65.27428571428571,16439913.0
2015-02-04,455.29,456.2199,447.225,448.71,1778706.0,0.0,1.0,65.04142857142857,65.17427142857143,63.88928571428571,64.10142857142857,12450942.0
2015-02-05,451.79,455.97,445.66,448.91,2035532.0,0.0,1.0,64.54142857142857,65.13857142857142,63.66571428571429,64.13,14248724.0
2015-02-06,449.75,451.0,442.23,444.36,1271180.0,0.0,1.0,64.25,64.42857142857143,63.175714285714285,63.48,8898260.0
2015-02-09,442.39,446.5,438.46,443.065,1168476.0,0.0,1.0,63.19857142857143,63.785714285714285,62.63714285714285,63.294999999999995,8179332.0
2015-02-10,444.22,456.104,441.71,453.95,2202697.0,0.0,1.0,63.46,65.15771428571428,63.10142857142856,64.85,15418879.0
2015-02-11,453.81,462.99,451.9,454.89,1993328.0,0.0,1.0,64.83,66.14142857142856,64.55714285714285,64.9842857142857,13953296.0
2015-02-12,455.41,459.25,451.16,456.73,1210277.0,0.0,1.0,65.05857142857143,65.60714285714285,64.45142857142856,65.24714285714286,8471939.0
2015-02-13,458.0,466.41,457.9599,466.1,1852678.0,0.0,1.0,65.42857142857143,66.63,65.42284285714285,66.58571428571429,12968746.0
2015-02-17,465.61,471.6,461.61,469.96,1595772.0,0.0,1.0,66.51571428571428,67.37142857142857,65.94428571428571,67.13714285714285,11170404.0
2015-02-18,469.16,476.49,466.52,475.06,1473833.0,0.0,1.0,67.02285714285715,68.07,66.64571428571428,67.86571428571428,10316831.0
2015-02-19,475.0,481.0,473.02,474.6,1491222.0,0.0,1.0,67.85714285714285,68.71428571428571,67.57428571428571,67.8,10438554.0
2015-02-20,475.65,478.6212,473.46,478.2,1345978.0,0.0,1.0,67.94999999999999,68.37445714285714,67.63714285714285,68.3142857142857,9421846.0
2015-02-23,478.1,478.1999,470.0,471.84,1290243.0,0.0,1.0,68.3,68.31427142857143,67.14285714285714,67.40571428571428,9031701.0
2015-02-24,471.61,476.5847,471.49,474.88,867886.0,0.0,1.0,67.37285714285714,68.08352857142857,67.35571428571428,67.83999999999999,6075202.0
2015-02-25,474.65,481.56,474.65,478.33,979981.0,0.0,1.0,67.80714285714285,68.7942857142857,67.80714285714285,68.33285714285714,6859867.0
2015-02-26,480.38,486.499,479.01,483.03,1550412.0,0.0,1.0,68.62571428571428,69.49985714285714,68.42999999999999,69.0042857142857,10852884.0
2015-02-27,483.57,486.0,474.73,474.91,1645242.0,0.0,1.0,69.08142857142856,69.42857142857143,67.81857142857143,67.84428571428572,11516694.0
2015-03-02,474.0,480.25,470.64,480.25,1455275.0,0.0,1.0,67.71428571428571,68.60714285714285,67.2342857142857,68.60714285714285,10186925.0
2015-03-03,478.41,479.195,472.55,474.71,1060944.0,0.0,1.0,68.34428571428572,68.45642857142856,67.50714285714285,67.81571428571428,7426608.0
2015-03-04,472.71,475.48,463.28,469.77,2493397.0,0.0,1.0,67.52999999999999,67.92571428571428,66.18285714285713,67.11,17453779.0
2015-03-05,472.0,472.2495,464.94,467.65,1606998.0,0.0,1.0,67.42857142857143,67.46421428571428,66.42,66.80714285714285,11248986.0
2015-03-06,466.5,468.4814,453.91,454.12,1841220.0,0.0,1.0,66.64285714285714,66.92591428571428,64.84428571428572,64.8742857142857,12888540.0
2015-03-09,454.93,455.65,439.8,445.63,2710133.0,0.0,1.0,64.99,65.09285714285714,62.82857142857143,63.661428571428566,18970931.0
2015-03-10,441.11,443.46,433.88,435.06,2563862.0,0.0,1.0,63.01571428571428,63.35142857142856,61.98285714285714,62.15142857142857,17947034.0
2015-03-11,435.68,447.584,435.68,440.19,2337631.0,0.0,1.0,62.239999999999995,63.940571428571424,62.239999999999995,62.88428571428571,16363417.0
2015-03-12,443.43,452.08,443.38,448.32,2093521.0,0.0,1.0,63.347142857142856,64.58285714285714,63.339999999999996,64.04571428571428,14654647.0
2015-03-13,447.35,448.4,436.57,438.4,1451571.0,0.0,1.0,63.90714285714286,64.05714285714285,62.36714285714285,62.62857142857142,10160997.0
2015-03-16,430.83,430.83,417.34,421.97,3828017.0,0.0,1.0,61.54714285714285,61.54714285714285,59.61999999999999,60.28142857142857,26796119.0
2015-03-17,417.99,424.86,415.69,418.52,2632590.0,0.0,1.0,59.71285714285714,60.69428571428571,59.38428571428571,59.78857142857142,18428130.0
2015-03-18,418.17,424.55,415.1,423.12,2090705.0,0.0,1.0,59.738571428571426,60.65,59.3,60.44571428571428,14634935.0
2015-03-19,423.22,428.4839,421.79,425.21,1635689.0,0.0,1.0,60.46,61.21198571428571,60.255714285714284,60.74428571428571,11449823.0
2015-03-20,429.36,432.5,426.27,428.295,1948834.0,0.0,1.0,61.33714285714286,61.785714285714285,60.89571428571428,61.185,13641838.0
2015-03-23,426.23,428.09,422.311,425.0,1094872.0,0.0,1.0,60.89,61.15571428571428,60.33014285714285,60.71428571428571,7664104.0
2015-03-24,427.95,441.69,427.832,438.28,2412678.0,0.0,1.0,61.13571428571428,63.098571428571425,61.11885714285714,62.61142857142856,16888746.0
2015-03-25,438.79,438.84,421.71,421.75,3093198.0,0.0,1.0,62.684285714285714,62.69142857142857,60.24428571428571,60.25,21652386.0
2015-03-26,417.4,423.13,415.73,418.26,2291255.0,0.0,1.0,59.62857142857142,60.44714285714285,59.39,59.75142857142857,16038785.0
2015-03-27,415.31,418.93,410.01,414.77,2264562.0,0.0,1.0,59.33,59.847142857142856,58.57285714285714,59.25285714285714,15851934.0
2015-03-30,418.01,423.95,415.55,422.57,1896054.0,0.0,1.0,59.715714285714284,60.56428571428571,59.364285714285714,60.36714285714285,13272378.0
2015-03-31,420.77,422.9399,416.19,416.69,2035515.0,0.0,1.0,60.10999999999999,60.419985714285716,59.45571428571428,59.527142857142856,14248605.0
2015-04-01,417.5,418.5,410.92,413.12,2091392.0,0.0,1.0,59.64285714285714,59.785714285714285,58.70285714285714,59.01714285714286,14639744.0
2015-04-02,413.5,417.25,412.03,414.08,1409173.0,0.0,1.0,59.07142857142857,59.607142857142854,58.86142857142856,59.154285714285706,9864211.0
2015-04-06,411.38,423.13,409.25,422.31,1532904.0,0.0,1.0,58.76857142857143,60.44714285714285,58.46428571428571,60.33,10730328.0
2015-04-07,423.48,425.94,420.3,423.46,1425388.0,0.0,1.0,60.497142857142855,60.848571428571425,60.042857142857144,60.49428571428571,9977716.0
2015-04-08,428.41,441.75,428.292,441.35,3189671.0,0.0,1.0,61.20142857142857,63.107142857142854,61.184571428571424,63.05,22327697.0
2015-04-09,441.0,441.95,434.8,439.5,1922220.0,0.0,1.0,63.0,63.13571428571428,62.114285714285714,62.785714285714285,13455540.0
2015-04-10,450.78,454.97,447.63,454.57,3195299.0,0.0,1.0,64.39714285714285,64.99571428571429,63.94714285714285,64.93857142857142,22367093.0
2015-04-13,470.68,485.0,469.4,474.68,6348135.0,0.0,1.0,67.24,69.28571428571428,67.05714285714285,67.81142857142856,44436945.0
2015-04-14,482.0,484.0,471.95,478.71,4091734.0,0.0,1.0,68.85714285714285,69.14285714285714,67.42142857142856,68.38714285714285,28642138.0
2015-04-15,480.93,480.93,471.548,475.46,6075517.0,0.0,1.0,68.70428571428572,68.70428571428572,67.36399999999999,67.92285714285714,42528619.0
2015-04-16,532.0,568.75,530.0,562.05,14928678.0,0.0,1.0,76.0,81.25,75.71428571428571,80.29285714285713,104500746.0
2015-04-17,558.45,575.0,558.0,571.55,8329481.0,0.0,1.0,79.77857142857142,82.14285714285714,79.71428571428571,81.64999999999999,58306367.0
2015-04-20,572.5,576.13,562.67,567.39,4395200.0,0.0,1.0,81.78571428571428,82.30428571428571,80.38142857142856,81.05571428571427,30766400.0
2015-04-21,568.64,570.39,558.6,560.44,2275082.0,0.0,1.0,81.2342857142857,81.4842857142857,79.8,80.06285714285714,15925574.0
2015-04-22,561.48,564.99,556.81,557.68,1727073.0,0.0,1.0,80.21142857142857,80.71285714285715,79.5442857142857,79.66857142857141,12089511.0
2015-04-23,557.59,562.4,552.69,559.06,1812469.0,0.0,1.0,79.65571428571428,80.34285714285714,78.9557142857143,79.86571428571428,12687283.0
2015-04-24,561.21,565.66,556.55,558.395,1577891.0,0.0,1.0,80.17285714285714,80.80857142857143,79.50714285714285,79.77071428571428,11045237.0
2015-04-27,562.05,572.5,561.61,566.08,2178143.0,0.0,1.0,80.29285714285713,81.78571428571428,80.23,80.86857142857143,15247001.0
2015-04-28,564.13,568.95,559.61,563.06,1260925.0,0.0,1.0,80.58999999999999,81.27857142857142,79.94428571428571,80.43714285714285,8826475.0
2015-04-29,560.49,567.3899,557.51,562.85,1362924.0,0.0,1.0,80.07,81.0557,79.64428571428572,80.40714285714286,9540468.0
2015-04-30,561.66,565.85,553.87,556.5,1509322.0,0.0,1.0,80.23714285714284,80.83571428571429,79.1242857142857,79.5,10565254.0
2015-05-01,558.99,559.77,552.26,557.03,1272298.0,0.0,1.0,79.85571428571428,79.96714285714285,78.89428571428572,79.57571428571428,8906086.0
2015-05-04,557.0,558.0,552.3,554.9,1138155.0,0.0,1.0,79.57142857142857,79.71428571428571,78.89999999999999,79.27142857142856,7967085.0
2015-05-05,568.67,577.1,565.3,565.55,3873755.0,0.0,1.0,81.23857142857142,82.44285714285714,80.75714285714285,80.79285714285713,27116285.0
2015-05-06,567.2,568.5,556.65,560.54,1643501.0,0.0,1.0,81.02857142857142,81.21428571428571,79.52142857142856,80.07714285714285,11504507.0
2015-05-07,560.8,565.56,556.2,565.24,1460085.0,0.0,1.0,80.1142857142857,80.7942857142857,79.45714285714286,80.74857142857142,10220595.0
