Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2015-05-08,567.29,575.07,566.75,574.6,1975464.0,0.0,1.0,81.04142857142857,82.15285714285714,80.96428571428571,82.08571428571429,13828248.0
2015-05-11,576.27,594.0,575.3,589.945,3411769.0,0.0,1.0,82.32428571428571,84.85714285714285,82.18571428571427,84.27785714285714,23882383.0
2015-05-12,586.66,586.66,580.95,583.64,1700996.0,0.0,1.0,83.80857142857143,83.80857142857143,82.99285714285715,83.37714285714286,11906972.0
2015-05-13,583.83,589.38,578.84,580.11,1593675.0,0.0,1.0,83.40428571428572,84.19714285714285,82.69142857142857,82.87285714285714,11155725.0
2015-05-14,583.0,587.47,576.31,586.85,1271237.0,0.0,1.0,83.28571428571428,83.92428571428572,82.32999999999998,83.83571428571429,8898659.0
2015-05-15,604.55,618.4388,600.29,613.25,5293287.0,0.0,1.0,86.3642857142857,88.3484,85.75571428571428,87.60714285714285,37053009.0
2015-05-18,612.81,619.739,609.17,617.87,2115992.0,0.0,1.0,87.5442857142857,88.53414285714285,87.02428571428571,88.26714285714286,14811944.0
2015-05-19,622.22,628.5,614.67,616.48,2728758.0,0.0,1.0,88.88857142857142,89.78571428571428,87.80999999999999,88.06857142857143,19101306.0
2015-05-20,617.5,623.76,611.54,621.53,1822447.0,0.0,1.0,88.21428571428571,89.10857142857142,87.36285714285714,88.78999999999999,12757129.0
2015-05-21,623.57,627.0,617.27,623.02,1823860.0,0.0,1.0,89.08142857142857,89.57142857142857,88.18142857142857,89.00285714285714,12767020.0
2015-05-22,624.25,625.85,620.85,621.87,1066577.0,0.0,1.0,89.17857142857143,89.40714285714286,88.69285714285714,88.83857142857143,7466039.0
2015-05-26,622.12,623.429,614.504,615.95,1377960.0,0.0,1.0,88.8742857142857,89.0612857142857,87.78628571428571,87.99285714285715,9645720.0
2015-05-27,617.0,629.35,615.5,629.0,1500916.0,0.0,1.0,88.14285714285714,89.90714285714286,87.92857142857143,89.85714285714285,10506412.0
2015-05-28,628.0,628.99,622.51,626.55,1117363.0,0.0,1.0,89.71428571428571,89.85571428571428,88.92999999999999,89.50714285714285,7821541.0
2015-05-29,626.31,631.44,622.69,624.06,1816002.0,0.0,1.0,89.47285714285714,90.2057142857143,88.9557142857143,89.15142857142855,12712014.0
2015-06-01,621.86,623.852,615.61,623.02,1417976.0,0.0,1.0,88.83714285714285,89.12171428571428,87.94428571428571,89.00285714285714,9925832.0
2015-06-02,620.98,627.75,618.84,623.91,1075561.0,0.0,1.0,88.71142857142857,89.67857142857143,88.40571428571428,89.13,7528927.0
2015-06-03,624.7,628.13,620.51,621.66,891142.0,0.0,1.0,89.24285714285715,89.73285714285714,88.64428571428572,88.80857142857143,6237994.0
2015-06-04,618.65,626.0,616.3,625.44,1439197.0,0.0,1.0,88.37857142857142,89.42857142857143,88.04285714285713,89.34857142857143,10074379.0
2015-06-05,624.5,633.78,623.88,633.22,1660621.0,0.0,1.0,89.21428571428571,90.53999999999999,89.12571428571428,90.46,11624347.0
2015-06-08,635.0,635.71,622.97,627.23,1592702.0,0.0,1.0,90.71428571428571,90.8157142857143,88.99571428571429,89.60428571428571,11148914.0
2015-06-09,625.34,649.0,625.34,647.15,3146440.0,0.0,1.0,89.33428571428571,92.71428571428571,89.33428571428571,92.44999999999999,22025080.0
2015-06-10,653.77,692.79,652.58,671.1,8160197.0,0.0,1.0,93.39571428571428,98.96999999999998,93.22571428571429,95.87142857142857,57121379.0
2015-06-11,678.23,678.43,658.61,665.66,3803341.0,0.0,1.0,96.89,96.91857142857141,94.08714285714285,95.0942857142857,26623387.0
2015-06-12,664.41,667.4,658.87,660.93,1468403.0,0.0,1.0,94.91571428571427,95.34285714285713,94.1242857142857,94.41857142857141,10278821.0
2015-06-15,650.0,655.14,641.61,654.02,2721993.0,0.0,1.0,92.85714285714285,93.59142857142857,91.65857142857142,93.43142857142857,19053951.0
2015-06-16,659.7,669.25,655.84,666.91,2291860.0,0.0,1.0,94.24285714285715,95.60714285714285,93.69142857142857,95.27285714285713,16043020.0
2015-06-17,665.93,665.93,657.702,659.9,1415017.0,0.0,1.0,95.13285714285713,95.13285714285713,93.95742857142857,94.27142857142856,9905119.0
2015-06-18,662.56,667.39,660.58,663.2,1280446.0,0.0,1.0,94.65142857142855,95.34142857142857,94.36857142857143,94.74285714285715,8963122.0
2015-06-19,673.7,674.9255,656.75,657.1,2830686.0,0.0,1.0,96.24285714285715,96.41792857142858,93.82142857142857,93.87142857142857,19814802.0
2015-06-22,665.3,676.85,659.32,674.9,2390415.0,0.0,1.0,95.04285714285713,96.69285714285714,94.18857142857144,96.41428571428571,16732905.0
2015-06-23,674.35,681.73,670.25,681.19,2232348.0,0.0,1.0,96.33571428571429,97.39,95.75,97.31285714285714,15626436.0
2015-06-24,700.1,706.24,674.78,678.61,11019828.0,0.0,1.0,100.0142857142857,100.89142857142856,96.39714285714285,96.94428571428571,77138796.0
2015-06-25,668.37,672.0,654.21,664.24,5946172.0,0.0,1.0,95.48142857142857,96.0,93.45857142857143,94.89142857142856,41623204.0
2015-06-26,667.1,667.2,651.62,651.62,4330671.0,0.0,1.0,95.3,95.31428571428572,93.08857142857143,93.08857142857143,30314697.0
2015-06-29,640.54,650.39,637.82,645.62,3510841.0,0.0,1.0,91.50571428571428,92.91285714285713,91.11714285714287,92.23142857142857,24575887.0
2015-06-30,653.5,660.49,649.5,656.94,2411494.0,0.0,1.0,93.35714285714285,94.35571428571428,92.78571428571428,93.84857142857143,16880458.0
2015-07-01,663.64,666.6699,652.53,655.45,2099917.0,0.0,1.0,94.80571428571427,95.23855714285713,93.21857142857142,93.63571428571429,14699419.0
2015-07-02,657.99,659.39,652.5,658.31,1579033.0,0.0,1.0,93.99857142857142,94.19857142857143,93.21428571428571,94.0442857142857,11053231.0
2015-07-06,654.31,664.5,653.38,662.0,1686912.0,0.0,1.0,93.47285714285712,94.92857142857142,93.33999999999999,94.57142857142857,11808384.0
2015-07-07,665.09,667.99,648.36,658.64,3081896.0,0.0,1.0,95.01285714285714,95.42714285714285,92.62285714285714,94.09142857142857,21573272.0
2015-07-08,654.3,657.97,645.99,654.55,1855813.0,0.0,1.0,93.47142857142856,93.99571428571429,92.28428571428572,93.50714285714284,12990691.0
2015-07-09,664.3,670.92,660.0,670.09,2390188.0,0.0,1.0,94.89999999999999,95.84571428571428,94.28571428571428,95.72714285714285,16731316.0
2015-07-10,682.66,689.5199,678.3,680.6,3090942.0,0.0,1.0,97.52285714285713,98.50284285714285,96.89999999999999,97.22857142857143,21636594.0
2015-07-13,686.69,716.16,686.5519,707.61,4743573.0,0.0,1.0,98.09857142857143,102.30857142857141,98.07884285714286,101.08714285714285,33205011.0
2015-07-14,708.9,711.45,697.57,702.6,2819491.0,0.0,1.0,101.27142857142856,101.63571428571429,99.65285714285714,100.37142857142857,19736437.0
2015-07-15,99.97,100.75,97.05,98.13,30898594.0,0.0,7.0,99.97,100.75,97.05,98.13,30898594.0
2015-07-16,111.02,116.49,107.68,115.81,63460992.0,0.0,1.0,111.02,116.49,107.68,115.81,63460992.0
2015-07-17,117.34,117.88,114.24,114.77,25136948.0,0.0,1.0,117.34,117.88,114.24,114.77,25136948.0
2015-07-20,114.7,114.7,110.14,110.55,22676913.0,0.0,1.0,114.7,114.7,110.14,110.55,22676913.0
2015-07-21,110.21,113.71,109.32,112.51,14085422.0,0.0,1.0,110.21,113.71,109.32,112.51,14085422.0
2015-07-22,112.14,113.88,110.5608,111.5,10500548.0,0.0,1.0,112.14,113.88,110.5608,111.5,10500548.0
2015-07-23,110.91,112.18,109.84,110.1,8306774.0,0.0,1.0,110.91,112.18,109.84,110.1,8306774.0
2015-07-24,111.55,111.68,108.9,109.34,8125065.0,0.0,1.0,111.55,111.68,108.9,109.34,8125065.0
2015-07-27,107.79,109.86,106.25,106.43,11302624.0,0.0,1.0,107.79,109.86,106.25,106.43,11302624.0
2015-07-28,107.29,107.94,103.88,106.9,11155945.0,0.0,1.0,107.29,107.94,103.88,106.9,11155945.0
2015-07-29,106.83,107.75,105.4,107.08,6695640.0,0.0,1.0,106.83,107.75,105.4,107.08,6695640.0
2015-07-30,106.4,111.9,105.4,111.56,14229196.0,0.0,1.0,106.4,111.9,105.4,111.56,14229196.0
2015-07-31,111.95,115.0,111.15,114.31,16349071.0,0.0,1.0,111.95,115.0,111.15,114.31,16349071.0
2015-08-03,114.6,114.6,111.78,112.56,10144817.0,0.0,1.0,114.6,114.6,111.78,112.56,10144817.0
2015-08-04,113.15,122.79,113.0,121.15,29653323.0,0.0,1.0,113.15,122.79,113.0,121.15,29653323.0
2015-08-05,125.62,129.29,122.705,123.71,26831246.0,0.0,1.0,125.62,129.29,122.705,123.71,26831246.0
2015-08-06,126.29,128.85,122.04,126.45,24716746.0,0.0,1.0,126.29,128.85,122.04,126.45,24716746.0
2015-08-07,126.42,126.6,121.3,123.52,17360669.0,0.0,1.0,126.42,126.6,121.3,123.52,17360669.0
2015-08-10,126.09,126.5,121.51,123.03,13424574.0,0.0,1.0,126.09,126.5,121.51,123.03,13424574.0
2015-08-11,120.01,123.76,120.0,122.74,11596811.0,0.0,1.0,120.01,123.76,120.0,122.74,11596811.0
2015-08-12,121.47,122.45,118.66,120.51,13881612.0,0.0,1.0,121.47,122.45,118.66,120.51,13881612.0
2015-08-13,120.99,125.73,119.34,123.73,15284397.0,0.0,1.0,120.99,125.73,119.34,123.73,15284397.0
2015-08-14,124.96,125.0,123.0,123.39,8667683.0,0.0,1.0,124.96,125.0,123.0,123.39,8667683.0
2015-08-17,123.14,125.7,122.59,125.36,9233848.0,0.0,1.0,123.14,125.7,122.59,125.36,9233848.0
2015-08-18,125.26,126.749,123.55,124.05,9381994.0,0.0,1.0,125.26,126.749,123.55,124.05,9381994.0
2015-08-19,123.5,123.7,121.5,122.06,10115271.0,0.0,1.0,123.5,123.7,121.5,122.06,10115271.0
2015-08-20,119.8,121.45,111.34,112.49,28045318.0,0.0,1.0,119.8,121.45,111.34,112.49,28045318.0
2015-08-21,106.2,110.0,102.751,103.96,33228296.0,0.0,1.0,106.2,110.0,102.751,103.96,33228296.0
2015-08-24,88.75,109.63,85.5,96.88,59951948.0,0.0,1.0,88.75,109.63,85.5,96.88,59951948.0
2015-08-25,107.75,107.88,101.5,101.52,37620719.0,0.0,1.0,107.75,107.88,101.5,101.52,37620719.0
2015-08-26,107.15,110.28,102.02,110.13,36164638.0,0.0,1.0,107.15,110.28,102.02,110.13,36164638.0
2015-08-27,114.94,118.25,113.02,117.66,37056071.0,0.0,1.0,114.94,118.25,113.02,117.66,37056071.0
2015-08-28,116.46,119.35,115.88,117.63,20240237.0,0.0,1.0,116.46,119.35,115.88,117.63,20240237.0
2015-08-31,115.24,117.0,113.76,115.03,17005581.0,0.0,1.0,115.24,117.0,113.76,115.03,17005581.0
2015-09-01,109.36,111.24,103.82,105.79,35977081.0,0.0,1.0,109.36,111.24,103.82,105.79,35977081.0
2015-09-02,109.31,109.5,100.3,105.44,39843254.0,0.0,1.0,109.31,109.5,100.3,105.44,39843254.0
2015-09-03,102.69,104.17,100.11,101.06,29546652.0,0.0,1.0,102.69,104.17,100.11,101.06,29546652.0
2015-09-04,98.05,99.928,97.34,98.79,24211978.0,0.0,1.0,98.05,99.928,97.34,98.79,24211978.0
2015-09-08,102.08,102.5,93.55,94.95,43479650.0,0.0,1.0,102.08,102.5,93.55,94.95,43479650.0
2015-09-09,96.51,102.79,95.52,99.18,35524441.0,0.0,1.0,96.51,102.79,95.52,99.18,35524441.0
2015-09-10,99.42,100.85,96.78,99.48,21031866.0,0.0,1.0,99.42,100.85,96.78,99.48,21031866.0
2015-09-11,98.57,100.85,97.23,97.51,17373920.0,0.0,1.0,98.57,100.85,97.23,97.51,17373920.0
2015-09-14,96.84,97.91,94.33,95.69,15545991.0,0.0,1.0,96.84,97.91,94.33,95.69,15545991.0
2015-09-15,95.22,99.65,93.61,99.16,22591084.0,0.0,1.0,95.22,99.65,93.61,99.16,22591084.0
2015-09-16,99.7,104.48,99.33,104.08,28058216.0,0.0,1.0,99.7,104.48,99.33,104.08,28058216.0
2015-09-17,103.67,107.5,101.83,104.21,25817651.0,0.0,1.0,103.67,107.5,101.83,104.21,25817651.0
2015-09-18,102.0,104.36,100.71,102.62,21715034.0,0.0,1.0,102.0,104.36,100.71,102.62,21715034.0
2015-09-21,103.3,103.77,99.5568,100.3,17900624.0,0.0,1.0,103.3,103.77,99.5568,100.3,17900624.0
2015-09-22,98.29,99.9,97.0,98.47,16717919.0,0.0,1.0,98.29,99.9,97.0,98.47,16717919.0
2015-09-23,98.6,99.74,97.66,98.07,10264540.0,0.0,1.0,98.6,99.74,97.66,98.07,10264540.0
2015-09-24,97.11,104.0,96.78,103.76,21274471.0,0.0,1.0,97.11,104.0,96.78,103.76,21274471.0
2015-09-25,105.3,105.4487,101.57,102.24,19066632.0,0.0,1.0,105.3,105.4487,101.57,102.24,19066632.0
2015-09-28,101.57,103.3275,97.8414,99.47,16895926.0,0.0,1.0,101.57,103.3275,97.8414,99.47,16895926.0
2015-09-29,99.63,100.63,96.85,98.35,17405941.0,0.0,1.0,99.63,100.63,96.85,98.35,17405941.0
2015-09-30,99.91,103.46,99.05,103.24,16302867.0,0.0,1.0,99.91,103.46,99.05,103.24,16302867.0
2015-10-01,102.91,106.11,101.12,105.98,17426948.0,0.0,1.0,102.91,106.11,101.12,105.98,17426948.0
2015-10-02,103.01,106.87,101.45,106.11,21526717.0,0.0,1.0,103.01,106.87,101.45,106.11,21526717.0
2015-10-05,107.48,112.28,105.76,111.25,21157937.0,0.0,1.0,107.48,112.28,105.76,111.25,21157937.0
2015-10-06,110.33,112.25,105.64,108.33,20836303.0,0.0,1.0,110.33,112.25,105.64,108.33,20836303.0
2015-10-07,108.84,109.78,106.75,108.1,12329535.0,0.0,1.0,108.84,109.78,106.75,108.1,12329535.0
2015-10-08,107.94,115.05,102.6,114.93,42831944.0,0.0,1.0,107.94,115.05,102.6,114.93,42831944.0
2015-10-09,114.11,115.83,112.44,113.33,22455205.0,0.0,1.0,114.11,115.83,112.44,113.33,22455205.0
2015-10-12,114.45,115.42,112.36,113.45,12624497.0,0.0,1.0,114.45,115.42,112.36,113.45,12624497.0
2015-10-13,112.85,113.72,108.78,109.73,17512118.0,0.0,1.0,112.85,113.72,108.78,109.73,17512118.0
2015-10-14,111.5,111.63,108.05,110.23,33231481.0,0.0,1.0,111.5,111.63,108.05,110.23,33231481.0
2015-10-15,103.77,104.88,99.1,101.09,48484328.0,0.0,1.0,103.77,104.88,99.1,101.09,48484328.0
2015-10-16,100.21,101.65,98.41,98.99,21340511.0,0.0,1.0,100.21,101.65,98.41,98.99,21340511.0
2015-10-19,98.07,103.62,96.26,101.69,29964714.0,0.0,1.0,98.07,103.62,96.26,101.69,29964714.0
