,timestamp,open,high,low,close,volume,hlp,dpc
0,1483228800000,8.06720529468682,8.600720056799904,8.039163150410591,8.19238596168356,13953478.62946424,6.854619753216702,1.5517228386289468
1,1483315200000,8.18233347949739,8.474711176537625,8.027133459542604,8.380767903778816,12235111.25256307,5.3405334944690654,2.425156891718568
2,1483401600000,8.366418432480163,9.950533422945607,8.249525197303242,9.59977268476524,30262278.194584984,17.719255252177494,14.74172326233339
3,1483488000000,9.618585238632582,11.133654177227658,9.473733741300142,11.051123326925959,36880752.87017388,15.020377447812344,14.893438616519791
4,1483574400000,11.05795274819311,11.64639898375888,9.19137806255759,10.248087354206028,40953474.51182109,23.95589378142546,-7.323827587519896
5,1483660800000,10.229692165234695,10.473487940515994,9.506621141291285,10.115567087386927,30033385.0410861,9.558206582706497,-1.1156257295368026
6,1483747200000,10.127042996655176,10.168624040181136,9.532518746939793,9.869153138217266,21164252.11343271,6.445388822452166,-2.546546494599531
7,1483833600000,9.865231693711928,10.478522736429083,9.787456867427949,10.338452650914459,16210929.681251239,6.684422633980995,4.796855987722618
8,1483920000000,10.329679000552892,10.854550191246371,10.10412262758685,10.332161959340727,25291148.32497438,7.263025556631946,0.024037134045525942
9,1484006400000,10.292586087877455,10.724348102364631,10.26113498237321,10.54090046066203,15327686.38699661,4.394435956587417,2.4125557043145696
10,1484092800000,10.522892234738775,10.82,9.463997945485843,9.654058195518589,24092244.361982573,14.045927909815301,-8.256608733024379
11,1484179200000,9.661660595824122,10.066136654442328,9.140348322763261,9.719562505407309,17662702.769747745,9.525000031267055,0.5992956284162229
12,1484265600000,9.722478467943949,9.87419898150343,9.432799468240376,9.780035589239997,13953523.874440635,4.513271032967222,0.5920005015780692
13,1484352000000,9.736793330951711,9.908642084514693,9.560421717494656,9.708989512887968,8077371.798473883,3.5865768168541137,-0.2855541564732563
14,1484438400000,9.764904619970297,10.0,9.685268676080973,9.777328220187758,6379060.719445677,3.2189910866363745,0.1272270513738963
15,1484524800000,9.781369515196,9.89067285929156,9.539182091979102,9.590598193988765,10050570.546760747,3.6649514472701616,-1.9503538938065785
16,1484611200000,9.6039346399307,10.588130393653309,9.572032586546367,10.253170239141001,20659304.801792122,9.910084231587566,6.760100141778835
17,1484697600000,10.26373713900072,10.488832061806917,9.853891281854011,10.26132056112736,13207101.534758491,6.187710209134607,-0.02354481453132095
18,1484784000000,10.257699567868274,10.52797201478241,10.158510986996689,10.417353006262305,11675480.787389921,3.546592186744782,1.556425369428222
19,1484870400000,10.433543875264297,10.778428072971268,10.31928558366623,10.599140762524385,13467644.783166572,4.33188406109708,1.587158584272437
20,1484956800000,10.60928801481848,11.01308123655729,10.549659571070462,10.938479924339585,12334099.48453046,4.236618512739172,3.102865235266569
21,1485043200000,10.935108851420583,11.007594575695084,10.571416020527739,10.719234491257128,9210025.630579384,4.069120379100792,-1.974140020887049
22,1485129600000,10.709898938394849,10.989427384451407,10.631049709037026,10.744345064137244,8779166.206310295,3.3355004262715244,0.32162885887658776
23,1485216000000,10.686140174856478,10.775039195141904,10.5029026517027,10.563503488311982,10072102.867127903,2.576195896941869,-1.1476237868659904
24,1485302400000,10.572903592284593,10.629044455088255,10.407355990084547,10.493128489621299,7743485.580816319,2.1127013285216103,-0.7545240715285539
25,1485388800000,10.488393024654126,10.659215896326073,10.439771596236948,10.545951199301863,9830559.126395648,2.0808393282120585,0.5487797273847352
26,1485475200000,10.560355184093181,10.601835731609913,10.402498534132995,10.522615087758625,10881098.160062682,1.8943693731495994,-0.3573752556296857
27,1485561600000,10.507801453984847,10.584011852222515,10.413921156214238,10.550540893750483,6426246.6315310085,1.6121514311084142,0.40674007738724893
28,1485648000000,10.545804967199082,10.58,10.39827694516454,10.468028472809493,5006571.004445148,1.7359816636674488,-0.7375112154216709
29,1485734400000,10.45035490936773,10.733083075116486,10.414174890776415,10.50749947370196,13790500.679739447,3.0350530603235355,0.5468193647950227
30,1485820800000,10.533571671384479,10.774495634201815,10.48336477117185,10.656061473095352,19616162.982393812,2.7320681638804167,1.1628515524665728
31,1485907200000,10.662672293394284,10.793885379390886,10.46200414418446,10.666549993197272,18333803.680276718,3.111420613207527,0.03636705411447782
32,1485993600000,10.671755635510488,10.974613179311216,10.53884083432204,10.792963404325501,23871006.369139314,4.0375597383618675,1.1357809619599246
33,1486080000000,10.792136696452538,10.98456429081931,10.512564524322935,10.98336344161038,20025328.46005649,4.2974064275084345,1.7719081080644512
34,1486166400000,10.984910540563655,11.419635926281416,10.98231226651407,11.345654116839752,16044154.383151103,3.8545477877582175,3.2839919355190856
35,1486252800000,11.340980582363043,11.44,11.096723715125673,11.186183835994981,7043012.981912286,3.0687523994530594,-1.3649326462016373
36,1486339200000,11.166463950141509,11.358917226652459,11.12390743318306,11.301611188778171,7560216.419674614,2.0794361931575667,1.2102957502043399
37,1486425600000,11.281924166743947,11.517618997769903,11.239754662854166,11.447477227296881,9927409.163964018,2.4272975555973195,1.467418661090985
38,1486512000000,11.444110812609253,11.606254045949072,11.122010666616971,11.370015894620717,11079212.939252969,4.258950768584255,-0.6474501968898875
